geo_name,geo_sumlevel,geo_id,adult_smoking_2015,adult_smoking_2016,adult_smoking_2017,homicide_rate_2015,homicide_rate_2016,homicide_rate_2017,income_2013,income_2014,income_2015,income_2016
"Jefferson County, CO","county",05000US08059,0.157,0.134,0.138,1.8,2,2,68984,69698,70164,72017
"Kiowa County, CO","county",05000US08061,,0.149,0.152,,,,40813,39375,40304,38385
"Kit Carson County, CO","county",05000US08063,0.173,0.168,0.156,,,,44157,41495,40603,44449
"Lake County, CO","county",05000US08065,0.146,0.153,0.157,,,,44610,46174,45367,46928
"La Plata County, CO","county",05000US08067,0.174,0.134,0.157,4.9,4.1,3.3,58080,58456,60278,61910
"Larimer County, CO","county",05000US08069,0.148,0.127,0.131,1.7,1.6,1.6,58626,58844,59805,61942
"Las Animas County, CO","county",05000US08071,0.298,0.148,0.154,13.5,12.7,,42261,45707,45067,42808
"Lincoln County, CO","county",05000US08073,0.247,0.158,0.167,,,,41910,43701,39005,40438
"Logan County, CO","county",05000US08075,0.255,0.163,0.16,,,6.4,40415,41749,42319,43340
"Mesa County, CO","county",05000US08077,0.201,0.156,0.16,4.2,4,4.3,49471,48610,49322,50070
"Mineral County, CO","county",05000US08079,,0.138,0.136,,,,47083,47986,48125,49125
"Moffat County, CO","county",05000US08081,0.219,0.163,0.159,,,,53231,50123,51387,53664
"Montezuma County, CO","county",05000US08083,0.187,0.165,0.165,8.9,9.2,5.6,43188,43431,43553,41622
"Montrose County, CO","county",05000US08085,0.155,0.158,0.151,6.3,5.5,4.5,45718,44885,43999,43890
"Morgan County, CO","county",05000US08087,0.154,0.138,0.148,,,,43774,46223,48450,49495
"Otero County, CO","county",05000US08089,0.204,0.167,0.157,,,,33848,32594,32311,34477
"Ouray County, CO","county",05000US08091,,0.126,0.126,,,,64601,60701,61624,62800
"Park County, CO","county",05000US08093,0.157,0.133,0.138,,,,61570,60800,56969,61675
"Phillips County, CO","county",05000US08095,0.116,0.15,0.144,,,,43011,44390,43639,46955
"Pitkin County, CO","county",05000US08097,,0.128,0.133,,,,72745,71060,71196,69789
"Prowers County, CO","county",05000US08099,0.191,0.167,0.16,,,,34391,35408,40179,41037
"Pueblo County, CO","county",05000US08101,0.23,0.17,0.159,6.3,6.1,6.3,41777,41974,41286,42000
"Rio Blanco County, CO","county",05000US08103,0.145,0.151,0.16,,,,60128,63910,61842,56771
"Rio Grande County, CO","county",05000US08105,0.197,0.151,0.165,,,,38993,38673,39672,40177
"Routt County, CO","county",05000US08107,0.098,0.126,0.14,,,,62002,61095,64963,63505
"Saguache County, CO","county",05000US08109,0.152,0.184,0.179,,,,34600,33398,33393,32457
"San Juan County, CO","county",05000US08111,,0.17,0.179,,,,39583,37679,36324,41250
"San Miguel County, CO","county",05000US08113,,0.148,0.157,,,,63594,59490,56047,58170
"Sedgwick County, CO","county",05000US08115,,0.137,0.148,,,,40221,43864,44191,46977
"Summit County, CO","county",05000US08117,0.095,0.145,0.146,,,,63697,64521,67983,70192
"Teller County, CO","county",05000US08119,0.226,0.159,0.141,,,,59040,62559,62372,63723
"Washington County, CO","county",05000US08121,0.137,0.14,0.141,,,,44683,44271,45541,46315
"Weld County, CO","county",05000US08123,0.178,0.155,0.158,2.2,2.1,1.8,57180,58100,60572,62820
"Yuma County, CO","county",05000US08125,0.177,0.138,0.16,,,,44308,43279,43105,42026
"Fairfield County, CT","county",05000US09001,0.12,0.142,0.122,4.1,3.6,3.3,82283,83163,84233,86670
"Hartford County, CT","county",05000US09003,0.15,0.126,0.138,4.9,4.8,4.6,64967,65499,66395,68027
"Litchfield County, CT","county",05000US09005,0.172,0.133,0.126,1.4,1.3,1.1,71338,72068,72061,73519
"Middlesex County, CT","county",05000US09007,0.15,0.132,0.124,1.3,1.8,1.5,76994,77931,79893,79837
"New Haven County, CT","county",05000US09009,0.16,0.139,0.137,4.6,4.4,4.3,61996,61646,61640,62715
"New London County, CT","county",05000US09011,0.177,0.135,0.137,2.7,2.8,2.1,66583,66693,66233,67574
"Tolland County, CT","county",05000US09013,0.138,0.135,0.125,1.1,1.3,1.1,80529,79988,79626,80129
"Windham County, CT","county",05000US09015,0.18,0.154,0.169,,,1.2,59333,59218,59392,60689
"Kent County, DE","county",05000US10001,0.212,0.182,0.19,4.3,4.3,4.4,55149,55169,54976,55184
"New Castle County, DE","county",05000US10003,0.164,0.173,0.158,7.7,7.7,8,64537,64857,65476,66283
"Sussex County, DE","county",05000US10005,0.198,0.173,0.172,3.3,3.3,2.4,52710,53505,53751,54218
"District of Columbia, DC","county",05000US11001,0.157,0.158,0.162,18.9,17.3,16.9,65830,69235,70848,72935
"Alachua County, FL","county",05000US12001,0.144,0.182,0.165,4.5,4.4,4.3,42149,42045,43073,44702
"Baker County, FL","county",05000US12003,0.202,0.192,0.188,6.1,,,49236,46865,47121,53327
"Bay County, FL","county",05000US12005,0.245,0.174,0.177,6.9,7.2,7,47461,47274,47368,48577
"Bradford County, FL","county",05000US12007,0.132,0.189,0.183,,,,40259,40481,41606,43373
"Brevard County, FL","county",05000US12009,0.218,0.167,0.157,6.1,6.2,5.2,48039,48483,48925,49914
"Broward County, FL","county",05000US12011,0.143,0.145,0.146,5.3,5.3,4.9,51251,51574,51968,52954
"Calhoun County, FL","county",05000US12013,0.302,0.217,0.194,,,,32780,34053,34510,37089
"Charlotte County, FL","county",05000US12015,0.221,0.144,0.144,3.1,3.1,1.6,44378,44265,44244,44865
"Citrus County, FL","county",05000US12017,0.238,0.16,0.17,4.9,5.5,4.6,39100,38109,38312,39054
"Clay County, FL","county",05000US12019,0.209,0.162,0.152,4.9,4.7,4.6,59482,59103,58290,59179
"Collier County, FL","county",05000US12021,0.145,0.142,0.127,4.6,4.9,3.3,55843,56250,57452,59783
"Columbia County, FL","county",05000US12023,0.239,0.194,0.184,6.5,8,8.6,38070,39194,41926,42848
"DeSoto County, FL","county",05000US12027,0.161,0.214,0.2,,4.3,,34963,36114,35165,35513
"Dixie County, FL","county",05000US12029,0.312,0.198,0.193,,,10.6,33981,35000,36292,34634
"Duval County, FL","county",05000US12031,0.204,0.182,0.171,13,12.7,12,48323,47582,47690,49196
"Escambia County, FL","county",05000US12033,0.219,0.179,0.18,7.7,8.3,8,43918,44883,45390,46117
"Flagler County, FL","county",05000US12035,0.225,0.147,0.145,3.8,4.1,3,47233,47733,47866,48898
"Franklin County, FL","county",05000US12037,,0.192,0.174,,,,38328,37815,40401,40301
"Gadsden County, FL","county",05000US12039,0.177,0.219,0.209,7.9,9,8,35380,36146,35567,38533
"Gilchrist County, FL","county",05000US12041,0.244,0.191,0.178,,,11,38406,40984,40623,40881
"Glades County, FL","county",05000US12043,0.175,0.184,0.175,,,,34694,33609,34877,34143
"Gulf County, FL","county",05000US12045,0.24,0.193,0.177,,,,40455,40964,41788,40822
"Hamilton County, FL","county",05000US12047,0.211,0.208,0.205,,,9.8,37716,35629,35048,38980
"Hardee County, FL","county",05000US12049,0.209,0.223,0.207,5.5,6.8,,37125,36094,35457,36222
"Hendry County, FL","county",05000US12051,0.225,0.212,0.2,13.3,12.2,11.1,35425,36504,36771,37552
"Hernando County, FL","county",05000US12053,0.226,0.186,0.158,3.5,3.9,3.9,41024,40457,40945,42274
"Highlands County, FL","county",05000US12055,0.186,0.159,0.153,5.9,6.2,5.1,35560,35911,35093,35865
"Hillsborough County, FL","county",05000US12057,0.183,0.169,0.162,5.4,5.4,5.2,49596,50122,50579,51681
"Holmes County, FL","county",05000US12059,0.218,0.205,0.199,,,,35511,36236,35020,37437
"Indian River County, FL","county",05000US12061,0.189,0.164,0.137,4.3,4.1,4.2,44772,44645,45798,47446
"Jackson County, FL","county",05000US12063,0.183,0.19,0.191,9.5,9.6,7,36809,36310,35098,35470
"Jefferson County, FL","county",05000US12065,0.181,0.191,0.177,,,,44170,42866,43355,41696
"Lafayette County, FL","county",05000US12067,0.167,0.21,0.188,,,,39722,35720,35864,36236
"Lake County, FL","county",05000US12069,0.149,0.151,0.157,4.4,4,3.7,45035,45465,46403,47141
"Lee County, FL","county",05000US12071,0.197,0.164,0.152,8.4,7.9,5.9,47439,47908,48537,50390
"Leon County, FL","county",05000US12073,0.151,0.179,0.162,4.2,5,5.5,46369,46620,46745,48248
"Levy County, FL","county",05000US12075,0.2,0.192,0.178,,,3.6,34348,35483,35782,35480
"Liberty County, FL","county",05000US12077,0.231,0.207,0.202,,,,39681,38990,39406,37917
"Madison County, FL","county",05000US12079,0.205,0.205,0.207,7.3,,,33833,33520,32164,29806
"Manatee County, FL","county",05000US12081,0.171,0.156,0.152,7.6,7.5,6.3,47876,49228,49675,51483
"Marion County, FL","county",05000US12083,0.21,0.174,0.163,5.8,6.4,5.1,39453,39339,39459,40295
"Martin County, FL","county",05000US12085,0.174,0.152,0.132,4.3,4.3,2.9,49846,51703,51593,52622
"Miami-Dade County, FL","county",05000US12086,0.118,0.148,0.145,9.1,9,8.7,43100,43099,43129,44224
"Monroe County, FL","county",05000US12087,0.221,0.165,0.147,4.3,3.9,4.6,53607,55449,57290,60303
"Nassau County, FL","county",05000US12089,0.2,0.165,0.15,4,3.9,4.4,55315,55256,54116,59196
"Okaloosa County, FL","county",05000US12091,0.216,0.18,0.165,3.1,2.7,3.1,54684,55768,55880,57655
"Okeechobee County, FL","county",05000US12093,0.199,0.218,0.21,4.8,4,4,34570,35490,35405,36415
"Orange County, FL","county",05000US12095,0.151,0.162,0.152,7.9,7.2,7,47581,47556,47943,49391
"Osceola County, FL","county",05000US12097,0.213,0.188,0.167,4.7,4.2,3.7,43891,44551,44254,45536
"Palm Beach County, FL","county",05000US12099,0.141,0.141,0.119,7.9,7.6,6.4,52432,52878,53363,55277
"Pasco County, FL","county",05000US12101,0.259,0.174,0.186,4.7,4.6,3.7,43888,44518,45064,46010
"Pinellas County, FL","county",05000US12103,0.2,0.176,0.17,5.8,5.6,4.5,45535,45574,45819,47090
"Polk County, FL","county",05000US12105,0.195,0.172,0.161,6.3,6.3,5,43113,43063,43162,44146
"Putnam County, FL","county",05000US12107,0.274,0.201,0.201,8.1,7.8,6.6,32497,32714,31715,33003
"St. Johns County, FL","county",05000US12109,0.136,0.14,0.134,3.5,2.8,2.9,64876,65575,66194,69523
"St. Lucie County, FL","county",05000US12111,0.161,0.175,0.172,5.7,5.9,5.6,43413,42665,43459,44140
"Santa Rosa County, FL","county",05000US12113,0.237,0.174,0.176,2.6,2.9,3.3,57703,58199,58923,60652
"Sarasota County, FL","county",05000US12115,0.19,0.143,0.13,5.4,5,3.4,49052,50304,51766,52796
"Seminole County, FL","county",05000US12117,0.183,0.152,0.145,4.7,4.4,3.5,58175,57875,57010,58538
"Sumter County, FL","county",05000US12119,0.13,0.121,0.114,4.2,4.1,2.3,48493,49874,50350,52594
"Suwannee County, FL","county",05000US12121,0.244,0.205,0.201,6.1,6.5,5.7,35698,37879,36289,37796
"Taylor County, FL","county",05000US12123,0.291,0.194,0.182,9,8.2,8.8,36356,36907,36181,36195
"Union County, FL","county",05000US12125,0.273,0.207,0.209,,,,42660,41476,39163,37778
"Volusia County, FL","county",05000US12127,0.224,0.191,0.158,5.5,5.4,4.6,42457,41714,41117,42240
"Wakulla County, FL","county",05000US12129,0.248,0.181,0.171,,,,52691,53143,50340,54078
"Walton County, FL","county",05000US12131,0.227,0.181,0.175,4.1,3.4,2.7,43640,44468,44966,46910
"Washington County, FL","county",05000US12133,0.267,0.194,0.191,9.7,9,11.5,38501,38563,38970,38330
"Appling County, GA","county",05000US13001,0.278,0.179,0.186,12.6,10.7,7.8,36786,38461,37135,37388
"Atkinson County, GA","county",05000US13003,,0.21,0.209,,,,30049,30403,30933,31296
"Bacon County, GA","county",05000US13005,,0.182,0.178,,,,33757,37698,37162,37303
"Baker County, GA","county",05000US13007,,0.178,0.188,,,,27353,45526,44297,45903
"Baldwin County, GA","county",05000US13009,0.241,0.193,0.212,7,6.8,6.5,32751,31758,32460,34595
"Banks County, GA","county",05000US13011,0.275,0.165,0.172,,,,41141,42826,41472,40721
"Barrow County, GA","county",05000US13013,0.261,0.166,0.172,4.1,3.7,3,53274,53256,52012,53133
"Bartow County, GA","county",05000US13015,0.213,0.168,0.172,4.2,4.1,4.5,47197,48306,48893,50565
"Ben Hill County, GA","county",05000US13017,0.233,0.214,0.213,,,,28547,30643,29994,29510
"Berrien County, GA","county",05000US13019,0.296,0.197,0.196,,,,32258,31812,31835,35740
"Bibb County, GA","county",05000US13021,0.167,0.207,0.196,13.9,13.6,12.7,37550,36614,36519,37108
"Bleckley County, GA","county",05000US13023,0.197,0.181,0.172,,,,36073,35507,38991,37060
"Brantley County, GA","county",05000US13025,0.241,0.186,0.196,8.6,,,36070,36301,37206,36837
"Brooks County, GA","county",05000US13027,0.217,0.188,0.195,,,9,34419,31686,32663,34547
"Bryan County, GA","county",05000US13029,0.131,0.154,0.16,,,4.9,64707,65123,63327,65862
"Bulloch County, GA","county",05000US13031,0.194,0.203,0.194,3,3.3,4.4,35840,35642,36032,37125
"Burke County, GA","county",05000US13033,0.088,0.208,0.2,13.3,13.7,9.9,31494,33299,33641,34589
"Butts County, GA","county",05000US13035,,0.17,0.175,7.5,7.5,7.3,49754,47385,41667,40753
"Calhoun County, GA","county",05000US13037,,0.251,0.268,,,,26986,26309,25513,28200
"Camden County, GA","county",05000US13039,0.243,0.16,0.165,4.6,4.5,,51990,52799,52473,53327
"Candler County, GA","county",05000US13043,0.272,0.2,0.214,,,,35070,30518,30185,33379
"Carroll County, GA","county",05000US13045,0.215,0.177,0.177,4.7,4.8,4.6,46147,45009,43586,45486
"Catoosa County, GA","county",05000US13047,0.229,0.154,0.155,2.8,2.8,,47087,50180,50876,52265
"Charlton County, GA","county",05000US13049,0.322,0.175,0.178,,,,40111,41059,42778,43871
"Chatham County, GA","county",05000US13051,0.188,0.173,0.169,10.9,10.5,12.1,45794,46987,47218,49596
"Chattahoochee County, GA","county",05000US13053,,0.184,0.188,,,,48758,48488,43378,43929
"Chattooga County, GA","county",05000US13055,0.289,0.193,0.197,,,,33228,32496,32913,35245
"Cherokee County, GA","county",05000US13057,0.167,0.138,0.151,1.4,1.8,1.9,67261,67371,68926,72586
"Clarke County, GA","county",05000US13059,0.122,0.202,0.204,5.4,4.4,3.8,33060,33430,32162,33116
"Clay County, GA","county",05000US13061,,0.25,0.255,,,,21192,21300,20438,22120
"Clayton County, GA","county",05000US13063,0.17,0.198,0.205,11.5,11.5,11.2,40606,40314,40938,42470
"Clinch County, GA","county",05000US13065,,0.206,0.21,,,,30345,29125,24015,24848
"Cobb County, GA","county",05000US13067,0.141,0.139,0.149,3.9,4,3.8,63920,64657,65873,68818
"Coffee County, GA","county",05000US13069,0.215,0.189,0.202,6.2,5.1,5.3,35693,34523,33965,34536
"Colquitt County, GA","county",05000US13071,0.239,0.204,0.213,8.7,9.5,9.4,32484,32233,32409,33968
"Columbia County, GA","county",05000US13073,0.164,0.139,0.147,2.5,2.2,2.5,69306,68516,71021,71962
"Cook County, GA","county",05000US13075,0.225,0.188,0.202,8.8,9.7,9.2,34985,34230,35683,35199
"Coweta County, GA","county",05000US13077,0.161,0.145,0.148,4.7,4.2,4,60813,61662,62461,65244
"Crawford County, GA","county",05000US13079,0.283,0.169,0.171,,,,41586,41910,41825,40459
"Crisp County, GA","county",05000US13081,0.199,0.202,0.211,15.2,14.5,12.2,35240,36280,31615,31672
"Dade County, GA","county",05000US13083,0.196,0.155,0.156,,,,43205,44992,46434,43463
"Dawson County, GA","county",05000US13085,0.292,0.153,0.153,,,,53525,54457,56943,59265
"Decatur County, GA","county",05000US13087,0.244,0.195,0.203,7.6,7.1,7.3,30619,31090,31284,33514
"DeKalb County, GA","county",05000US13089,0.108,0.143,0.161,13,12.2,11.5,50856,50799,51376,52623
"Dodge County, GA","county",05000US13091,0.189,0.183,0.197,6.8,6.7,,37292,34812,34271,35544
"Dooly County, GA","county",05000US13093,,0.215,0.217,,,,29012,28251,28696,33319
"Dougherty County, GA","county",05000US13095,0.185,0.21,0.216,9.6,9.3,9.8,31671,31458,32084,33605
"Douglas County, GA","county",05000US13097,0.148,0.173,0.176,4.1,3.7,4,52691,52997,53881,57384
"Early County, GA","county",05000US13099,0.242,0.195,0.194,,,,28853,35000,31680,28599
"Echols County, GA","county",05000US13101,,0.189,0.202,,,,31375,32667,32959,35354
"Effingham County, GA","county",05000US13103,0.179,0.155,0.156,4.5,4.5,3.2,63030,63903,63100,62820
"Elbert County, GA","county",05000US13105,0.188,0.166,0.171,,,,35817,35170,35388,35739
"Emanuel County, GA","county",05000US13107,,0.21,0.211,12.4,13.5,12,32046,33142,32229,31522
"Evans County, GA","county",05000US13109,0.299,0.186,0.199,,,,36788,37804,37865,40594
"Fannin County, GA","county",05000US13111,0.267,0.167,0.167,,,,34239,35441,37049,39011
"Fayette County, GA","county",05000US13113,0.123,0.127,0.131,3.4,4,3,79977,79993,79066,81689
"Floyd County, GA","county",05000US13115,0.206,0.174,0.172,4.6,4.8,5.6,40821,41046,41549,42955
"Forsyth County, GA","county",05000US13117,0.124,0.132,0.122,1.6,1.2,1.2,86569,87657,88816,91842
"Franklin County, GA","county",05000US13119,0.195,0.173,0.183,,,,34830,35878,33816,37298
"Fulton County, GA","county",05000US13121,0.133,0.141,0.16,11.4,11.2,11,56857,56642,57207,58851
"Gilmer County, GA","county",05000US13123,0.223,0.161,0.169,,,,39140,39581,40228,43775
"Glascock County, GA","county",05000US13125,,0.163,0.172,,,,37760,40089,40759,43884
"Glynn County, GA","county",05000US13127,0.18,0.16,0.164,11.9,12.3,9.5,46407,45588,45918,46475
"Gordon County, GA","county",05000US13129,0.236,0.17,0.176,4.9,4.3,4.1,40926,42414,41612,41390
"Grady County, GA","county",05000US13131,0.264,0.203,0.2,5.6,6.8,7.4,30571,31653,34187,35518
"Greene County, GA","county",05000US13133,0.126,0.174,0.178,,,,42565,41390,42408,44299
"Gwinnett County, GA","county",05000US13135,0.136,0.137,0.155,4.7,4.4,3.8,60445,60329,60289,61865
"Habersham County, GA","county",05000US13137,0.252,0.165,0.162,,,,39306,40689,40907,41600
"Hall County, GA","county",05000US13139,0.166,0.161,0.17,3.4,3.7,3.6,50853,51036,51202,51902
"Hancock County, GA","county",05000US13141,,0.209,0.218,,,,25000,24552,24925,26386
"Haralson County, GA","county",05000US13143,0.299,0.171,0.17,5.2,,5.5,39993,41482,41910,42281
"Harris County, GA","county",05000US13145,0.185,0.131,0.144,,,,69223,69060,63824,65336
"Hart County, GA","county",05000US13147,,0.171,0.187,,,,35615,36867,37653,37983
"Heard County, GA","county",05000US13149,,0.178,0.181,,,,39909,41354,41525,44185
"Henry County, GA","county",05000US13151,0.207,0.148,0.165,5.1,5.2,5.4,60781,60269,60424,62561
"Houston County, GA","county",05000US13153,0.204,0.155,0.179,4.6,5.1,5.2,54893,55170,53270,55480
"Irwin County, GA","county",05000US13155,,0.183,0.202,,,,40771,36729,34156,29846
"Jackson County, GA","county",05000US13157,0.243,0.163,0.154,3.2,2.7,2.6,53179,52857,53379,54246
"Jasper County, GA","county",05000US13159,0.21,0.187,0.185,,,,42192,42099,42368,41434
"Jeff Davis County, GA","county",05000US13161,0.17,0.18,0.201,,,,36296,36707,36385,36566
"Jefferson County, GA","county",05000US13163,0.151,0.21,0.213,9.5,,8.6,26968,26796,26557,28417
"Jenkins County, GA","county",05000US13165,,0.215,0.232,,,,26104,28910,24604,27398
"Johnson County, GA","county",05000US13167,0.149,0.178,0.182,,,,36722,36466,34438,32685
"Jones County, GA","county",05000US13169,0.233,0.149,0.158,,,,51497,54512,51857,54020
"Lamar County, GA","county",05000US13171,,0.17,0.18,,,,41016,41038,40344,40364
"Lanier County, GA","county",05000US13173,0.197,0.197,0.197,,,,39452,36904,37605,31682
"Laurens County, GA","county",05000US13175,0.212,0.189,0.203,6.1,6.9,8.3,34793,33487,32356,33632
"Lee County, GA","county",05000US13177,0.229,0.146,0.155,,,,60104,60667,61537,62797
"Liberty County, GA","county",05000US13179,0.263,0.196,0.186,7.9,7.9,8.2,43832,43209,42201,42484
"Lincoln County, GA","county",05000US13181,0.441,0.173,0.18,,,,35625,34596,34243,34720
"Long County, GA","county",05000US13183,,0.18,0.176,,,,42651,49317,48863,50848
"Lowndes County, GA","county",05000US13185,0.246,0.188,0.203,4.8,5.5,6.3,37365,37248,36834,38915
"Lumpkin County, GA","county",05000US13187,,0.173,0.169,,,,43775,42764,43804,40634
"McDuffie County, GA","county",05000US13189,0.243,0.183,0.192,8.4,9.9,8.6,37487,37899,36656,37021
"McIntosh County, GA","county",05000US13191,0.291,0.155,0.168,,,,39068,45216,42988,45248
"Macon County, GA","county",05000US13193,0.35,0.213,0.218,9.3,10,,30240,29295,28684,28285
